T,K(cr),K(L),KOH(a),KOH(b),KOH(L),K2O2(s),K2O(s),KO2(s),H2O(s),H2O(L),Electron,H,H+,H-,HO2,H2,H2+,H2-,H2O,H2O+,H2O2,H3O+,K,K+,KH,KO,KO-,KOH,KOH+,K2,K2O2H2,O,O+,O-,OH,OH+,OH-,O2,O2+,O2-,O3
5000,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.00021615779548445971,1.9996884414624871,0.00021615722135262522,5.233019623368777e-10,0.0,4.769929879505174e-05,1.097433935479169e-09,1.386581122211554e-16,0.0,0.0,0.0,0.0,4.343842408161532e-300,4.343842408161532e-300,4.343842408161532e-300,0.0,0.0,0.0,0.0,4.343842408161532e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.343842408161532e-300,0.0,0.0,0.0
5100,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.00030192699487028516,1.999621457099168,0.0003019263175832729,6.721123837619152e-10,0.0,3.8306605968947216e-05,1.34939956337142e-09,1.6729690066695847e-16,0.0,0.0,0.0,0.0,4.3440490743385763e-300,4.3440490743385763e-300,4.3440490743385763e-300,0.0,0.0,0.0,0.0,4.3440490743385763e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3440490743385763e-300,0.0,0.0,0.0
5200,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0004165385287938487,1.9995214150888512,0.0004165377365242798,8.545381443599898e-10,0.0,3.1021513034908454e-05,1.64680791355906e-09,2.0030799590036453e-16,0.0,0.0,0.0,0.0,4.344313801263599e-300,4.344313801263599e-300,4.344313801263599e-300,0.0,0.0,0.0,0.0,4.344313801263599e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.344313801263599e-300,0.0,0.0,0.0
5300,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0005679776867562618,1.9993813772595421,0.0005679767673780192,1.0761430070235764e-09,0.0,2.5320452747178488e-05,1.9955214877462637e-09,2.381010206398105e-16,0.0,0.0,0.0,0.0,4.344655067933808e-300,4.344655067933808e-300,4.344655067933808e-300,0.0,0.0,0.0,0.0,4.344655067933808e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.344655067933808e-300,0.0,0.0,0.0
5400,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0007659646696341708,1.9991923879715023,0.0007659636108613056,1.3430333812097397e-09,0.0,2.0821135294723524e-05,2.4018065273787396e-09,2.810899447195468e-16,0.0,0.0,0.0,0.0,4.345094814301345e-300,4.345094814301345e-300,4.345094814301345e-300,0.0,0.0,0.0,0.0,4.345094814301345e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.345094814301345e-300,0.0,0.0,0.0
5500,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0010222236583464395,1.9989432868112442,0.0010222224478866064,1.6618552344317355e-09,0.0,1.724166699102403e-05,2.872315397114314e-09,3.2968847068226905e-16,0.0,0.0,0.0,0.0,4.345659114403601e-300,4.345659114403601e-300,4.345659114403601e-300,0.0,0.0,0.0,0.0,4.345659114403601e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.345659114403601e-300,0.0,0.0,0.0
5600,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0013507744972306422,1.9986204735401447,0.0013507731229520778,2.0397822406327756e-09,0.0,1.4372234298305638e-05,3.41406118935657e-09,3.8430468487019077e-16,0.0,0.0,0.0,0.0,4.3463788713180815e-300,4.3463788713180815e-300,4.3463788713180815e-300,0.0,0.0,0.0,0.0,4.3463788713180815e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3463788713180815e-300,0.0,0.0,0.0
5700,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0017682463692388346,1.9982076340644306,0.0017682448193499108,2.4844940961309678e-09,0.0,1.2055281278710714e-05,4.034383465043561e-09,4.453348554235e-16,0.0,0.0,0.0,0.0,4.347290541432318e-300,4.347290541432318e-300,4.347290541432318e-300,0.0,0.0,0.0,0.0,4.347290541432318e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.347290541432318e-300,0.0,0.0,0.0
5800,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0022942125580078547,1.9976854337093797,0.0022942108212482813,3.004143802307085e-09,0.0,1.0171491509348334e-05,4.7409038885174005e-09,5.131562427303409e-16,0.0,0.0,0.0,0.0,4.3484368919031604e-300,4.3484368919031604e-300,4.3484368919031604e-300,0.0,0.0,0.0,0.0,4.3484368919031604e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3484368919031604e-300,0.0,0.0,0.0
5900,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.002951545120411245,1.997031182565813,0.002951543186254043,3.607312555077087e-09,0.0,8.62977863942185e-06,5.541470345729095e-09,5.881187754705035e-16,0.0,0.0,0.0,0.0,4.349867792650777e-300,4.349867792650777e-300,4.349867792650777e-300,0.0,0.0,0.0,0.0,4.349867792650777e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.349867792650777e-300,0.0,0.0,0.0
6000,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0037667880340940306,1.9962184767690754,0.0037667858929574384,4.30295069860709e-09,0.0,7.360073219749063e-06,6.4440879615110045e-09,6.705354384078644e-16,0.0,0.0,0.0,0.0,4.3516410424026705e-300,4.3516410424026705e-300,4.3516410424026705e-300,0.0,0.0,0.0,0.0,4.3516410424026705e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3516410424026705e-300,0.0,0.0,0.0
6100,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.004770547137148609,1.9952168190473898,0.004770544780617111,5.100303001694947e-09,0.0,6.308078808999887e-06,7.456835261626564e-09,7.60671218871571e-16,0.0,0.0,0.0,0.0,4.3538232269291775e-300,4.3538232269291775e-300,4.3538232269291775e-300,0.0,0.0,0.0,0.0,4.3538232269291775e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3538232269291775e-300,0.0,0.0,0.0
6200,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.00599789493793763,1.9939912216009736,0.005997892358991228,6.0088163098382674e-09,0.0,5.431427645094916e-06,8.58776356983072e-09,8.587304702043559e-16,0.0,0.0,0.0,0.0,4.356490606533544e-300,4.356490606533544e-300,4.356490606533544e-300,0.0,0.0,0.0,0.0,4.356490606533544e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356490606533544e-300,0.0,0.0,0.0
6300,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.00748878813465115,1.9925017942647207,0.007488785327901786,7.038027358792975e-09,0.0,4.696839696908135e-06,9.844777688558784e-09,9.648425755753228e-16,0.0,0.0,0.0,0.0,4.359730028965173e-300,4.359730028965173e-300,4.359730028965173e-300,0.0,0.0,0.0,0.0,4.359730028965173e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.359730028965173e-300,0.0,0.0,0.0
6400,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.009288495433998943,1.9907033209210905,0.009288492395933655,8.197428853006053e-09,0.0,4.078007077235203e-06,1.1235495220173507e-08,1.079045829883843e-15,0.0,0.0,0.0,0.0,4.363639863124677e-300,4.363639863124677e-300,4.363639863124677e-300,0.0,0.0,0.0,0.0,4.363639863124677e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363639863124677e-300,0.0,0.0,0.0
6500,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.011448032977432231,1.9885448272483803,0.01144802970665999,9.496310292552844e-09,0.0,3.554007039545705e-06,1.276708373360175e-08,1.2012695931064827e-15,0.0,0.0,0.0,0.0,4.368330948142579e-300,4.368330948142579e-300,4.368330948142579e-300,0.0,0.0,0.0,0.0,4.368330948142579e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.368330948142579e-300,0.0,0.0,0.0
6600,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.014024604343974907,1.9859691431161726,0.014024600841476813,1.0943572485921945e-08,0.0,3.1081031153872198e-06,1.4446071910324578e-08,1.3313145770472298e-15,0.0,0.0,0.0,0.0,4.373927551554331e-300,4.373927551554331e-300,4.373927551554331e-300,0.0,0.0,0.0,0.0,4.373927551554331e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.373927551554331e-300,0.0,0.0,0.0
6700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.017082041662319213,1.9829124632973933,0.01708203793169871,1.2547512207469793e-08,0.0,2.726833362368091e-06,1.6278134184402297e-08,1.4688318996421235e-15,0.0,0.0,0.0,0.0,4.3805683292608905e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3805683292608905e-300,0.0,0.0,0.0
6800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.020691243783409596,1.9793039106922123,0.020691239831139536,1.4315575154081465e-08,0.0,2.399312487979381e-06,1.8267846827789307e-08,1.6133006944832228e-15,0.0,0.0,0.0,0.0,4.3884072786410196e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3884072786410196e-300,0.0,0.0,0.0
6900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.024930606653129357,1.9750651070311485,0.024930602488792006,1.6254075359239642e-08,0.0,2.1166943761954684e-06,2.0418414476451246e-08,1.7640053097234738e-15,0.0,0.0,0.0,0.0,4.3976146743759975e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3976146743759975e-300,0.0,0.0,0.0
7000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.029886439928574385,1.9701097570925183,0.029886435565088628,1.8367879505718375e-08,0.0,1.8717556877146727e-06,2.273136718230551e-08,1.9200125680464524e-15,0.0,0.0,0.0,0.0,4.408377974136064e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.408377974136064e-300,0.0,0.0,0.0
7100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.03565336233300992,1.9643432539973886,0.03565335778683948,2.066005601498651e-08,0.0,1.658571427659816e-06,2.5206228542628213e-08,2.0801502346823486e-15,0.0,0.0,0.0,0.0,4.4209026778932493e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4209026778932493e-300,0.0,0.0,0.0
7200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.042334666146962095,1.9576623152279293,0.042334661438296485,2.3131489529871407e-08,0.0,1.4722607826029095e-06,2.7840157379049468e-08,2.242987976998244e-15,0.0,0.0,0.0,0.0,4.4354131200533586e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4354131200533586e-300,0.0,0.0,0.0
7300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.050042638379116634,1.949954661858063,0.05004263353201586,2.5780463501933476e-08,0.0,1.3087869596943272e-06,3.062756668380186e-08,2.406822473161061e-15,0.0,0.0,0.0,0.0,4.4521531673906544e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4521531673906544e-300,0.0,0.0,0.0
7400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.05889882233776222,1.9410987573001701,0.058898817380253564,2.860221516177109e-08,0.0,1.1647987519728551e-06,3.355972637085521e-08,2.5696685826849773e-15,0.0,0.0,0.0,0.0,4.471386787457495e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.471386787457495e-300,0.0,0.0,0.0
7500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.06903419828261675,1.930963626906647,0.06903419324673149,3.158847038210111e-08,0.0,1.0375045145084454e-06,3.662435836764042e-08,2.729258842351968e-15,0.0,0.0,0.0,0.0,4.493398441187402e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.493398441187402e-300,0.0,0.0,0.0
7600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.08058925528930323,1.919408786308236,0.08058925021103876,3.472696882725027e-08,0.0,9.245714387581494e-07,3.980523618609182e-08,2.8830537434788256e-15,0.0,0.0,0.0,0.0,4.518493239185513e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.518493239185513e-300,0.0,0.0,0.0
7700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.09371391809391869,1.9062843147325512,0.09371391301311094,3.8000993837376174e-08,0.0,8.240446647882277e-07,4.308180462981368e-08,3.0282653911768344e-15,0.0,0.0,0.0,0.0,4.546996783030627e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.546996783030627e-300,0.0,0.0,0.0
7800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.10856728220609067,1.8914311200227774,0.10856727716618035,4.138892604137166e-08,0.0,7.34282015316349e-07,4.642883952020216e-08,3.16189711396792e-15,0.0,0.0,0.0,0.0,4.579254590152547e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.579254590152547e-300,0.0,0.0,0.0
7900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.12531709773455657,1.8746814549190145,0.125317092782233,4.486384500584391e-08,0.0,6.539010782623056e-07,4.981617187015862e-08,3.280801348710109e-15,0.0,0.0,0.0,0.0,4.6156309729518925e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6156309729518925e-300,0.0,0.0,0.0
8000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.14413892704938866,1.855859759483115,0.1441389222340946,4.8393208721607586e-08,0.0,5.817360812781936e-07,5.3208506121060806e-08,3.381757560641895e-15,0.0,0.0,0.0,0.0,4.6565072095569234e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6565072095569234e-300,0.0,0.0,0.0
8100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.1652148837186332,1.834783922233191,0.16521487909191734,5.193864730940545e-08,0.0,5.168025519197663e-07,5.656536662551767e-08,3.461571098184535e-15,0.0,0.0,0.0,0.0,4.7022788052008446e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7022788052008446e-300,0.0,0.0,0.0
8200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.18873184069470073,1.8112670720154944,0.1887318363094056,5.545591299399677e-08,0.0,4.5826817827842555e-07,5.984121165895121e-08,3.5171925318603823e-15,0.0,0.0,0.0,0.0,4.753351600934629e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.753351600934629e-300,0.0,0.0,0.0
8300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.21487897567941258,1.7851200326871257,0.21487897158869268,5.889503423878943e-08,0.0,4.0542861252154597e-07,6.298575777314359e-08,3.545855297978233e-15,0.0,0.0,0.0,0.0,4.8101364428541734e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8101364428541734e-300,0.0,0.0,0.0
8400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.2438445032168231,1.756154591062325,0.2438444994729932,6.220072604748332e-08,0.0,3.576872145669564e-07,6.594455947330119e-08,3.5452272844943866e-15,0.0,0.0,0.0,0.0,4.873042085103896e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.873042085103896e-300,0.0,0.0,0.0
8500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.2758114299647481,1.724187741672865,0.2758114266179732,6.531311013610521e-08,0.0,3.145379341951003e-07,6.865988847929184e-08,3.5135694817934296e-15,0.0,0.0,0.0,0.0,4.9424659714727114e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9424659714727114e-300,0.0,0.0,0.0
8600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.31095216721231506,1.6890470742763481,0.31095216430916306,6.816879638184753e-08,0.0,2.7555069091178837e-07,7.107195189934206e-08,3.449892142036236e-15,0.0,0.0,0.0,0.0,5.018782535221231e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.018782535221231e-300,0.0,0.0,0.0
8700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.3494218506546792,1.6505774541022127,0.34942184823657274,7.070236824680307e-08,0.0,2.4035874187048396e-07,7.312047810416592e-08,3.354096295849011e-15,0.0,0.0,0.0,0.0,5.102328691404803e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.102328691404803e-300,0.0,0.0,0.0
8800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.391350261576716,1.608649100684314,0.3913502596783389,7.284829977660977e-08,0.0,2.0864764090149917e-07,7.47466799468489e-08,3.22708649938268e-15,0.0,0.0,0.0,0.0,5.19338629181856e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19338629181856e-300,0.0,0.0,0.0
8900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.43683232752021894,1.5631670872062178,0.4368323261679466,7.454330290780499e-08,0.0,1.801454849326965e-07,7.5895578362894e-08,3.0708394991274856e-15,0.0,0.0,0.0,0.0,5.2921614949488784e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2921614949488784e-300,0.0,0.0,0.0
9000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.48591731612658456,1.5140821466677732,0.4859173153370249,7.572906740986003e-08,0.0,1.5461423463695145e-07,7.651862987013874e-08,2.88841416690134e-15,0.0,0.0,0.0,0.0,5.3987612978409966e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3987612978409966e-300,0.0,0.0,0.0
9100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.5385970322247832,1.4614024748036998,0.5385970320035354,7.635530331594134e-08,0.0,1.3184197453368754e-07,7.657655380405729e-08,2.6838905805508835e-15,0.0,0.0,0.0,0.0,5.513167903273796e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.513167903273796e-300,0.0,0.0,0.0
9200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.5947935868396802,1.405205961079738,0.5947935871804183,7.63829345035586e-08,0.0,1.1163605314423423e-07,7.60421987285013e-08,2.462231211558839e-15,0.0,0.0,0.0,0.0,5.635212157255633e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.635212157255633e-300,0.0,0.0,0.0
9300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.654347614820265,1.3456519710674288,0.6543476157042625,7.57872248214594e-08,0.0,9.38171102991081e-08,7.490322956011158e-08,2.2290646688624246e-15,0.0,0.0,0.0,0.0,5.764547960803656e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.764547960803656e-300,0.0,0.0,0.0
9400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.7170081408851142,1.2829914804008957,0.7170081422813048,7.456055558398274e-08,0.0,7.821405316097625e-08,7.316436674505466e-08,1.990401886221274e-15,0.0,0.0,0.0,0.0,5.900630261652825e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.900630261652825e-300,0.0,0.0,0.0
9500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.7824255711670998,1.2175740832344017,0.7824255730327505,7.27145290769003e-08,0.0,6.466007742448742e-08,7.084887994001031e-08,1.7523048484429404e-15,0.0,0.0,0.0,0.0,6.042699833730682e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.042699833730682e-300,0.0,0.0,0.0
9600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.8501494325862552,1.1498502528724899,0.8501494348682749,7.028106445972341e-08,0.0,5.298983777726173e-08,6.79990463586621e-08,1.520537184148042e-15,0.0,0.0,0.0,0.0,6.189778367672004e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.189778367672004e-300,0.0,0.0,0.0
9700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.9196323967295459,1.0803673178946254,0.9196323993664017,6.731219665460053e-08,0.0,4.303784522197135e-08,6.467534190296234e-08,1.3002320894339746e-15,0.0,0.0,0.0,0.0,6.340677209637764e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.340677209637764e-300,0.0,0.0,0.0
9800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.9902417237451713,1.0097580182671744,0.9902417266693202,6.387839564337217e-08,0.0,3.4638105998287e-08,6.0954247812442e-08,1.095614111652534e-15,0.0,0.0,0.0,0.0,6.494022214464049e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.494022214464049e-300,0.0,0.0,0.0
9900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.061278512916978,0.938721254777273,1.0612785160576488,6.0065390027071e-08,0.0,2.7624922932485137e-08,5.6924720225240293e-08,9.09806132582193e-16,0.0,0.0,0.0,0.0,6.648295552877355e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.648295552877355e-300,0.0,0.0,0.0
10000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.1320041082243029,0.8679956834830245,1.1320041115104258,5.596968437002218e-08,0.0,2.183467004657003e-08,5.268356213646879e-08,7.447416742177532e-16,0.0,0.0,0.0,0.0,6.80189305746596e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.80189305746596e-300,0.0,0.0,0.0
10100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.2016718453485635,0.7983279687180955,1.2016718487116114,5.169316429666946e-08,0.0,1.7108246601030885e-08,4.83301171918539e-08,6.011872339069404e-16,0.0,0.0,0.0,0.0,6.953193168875618e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.953193168875618e-300,0.0,0.0,0.0
10200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.2695612944499464,0.7304385403264383,1.2695612978264577,4.733734434012197e-08,0.0,1.3293846118442922e-08,4.396083329679871e-08,4.788630985518262e-16,0.0,0.0,0.0,0.0,7.100631302164377e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.100631302164377e-300,0.0,0.0,0.0
10300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.3350115230789468,0.664988330761307,1.3350115264125493,4.2997879161384853e-08,0.0,1.0249654701821485e-08,3.966427723037642e-08,3.766374555490674e-16,0.0,0.0,0.0,0.0,7.242772085145875e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.242772085145875e-300,0.0,0.0,0.0
10400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.3974498762872263,0.6025499949831571,1.3974498795300303,3.875991656101535e-08,0.0,7.846135140288015e-09,3.551711288770389e-08,2.9276081892397647e-16,0.0,0.0,0.0,0.0,7.378371861261609e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.378371861261609e-300,0.0,0.0,0.0
10500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.4564133914259172,0.5435864956675532,1.4564133945392461,3.469472154683017e-08,0.0,5.967646553337859e-09,3.1581393431170905e-08,2.251069202669317e-16,0.0,0.0,0.0,0.0,7.506425196920551e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.506425196920551e-300,0.0,0.0,0.0
10600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.5115610966987074,0.488438804655471,1.5115610996531883,3.08577850995703e-08,0.0,4.513273830811526e-09,2.7903303927078215e-08,1.713916322062839e-16,0.0,0.0,0.0,0.0,7.626191590738636e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.626191590738636e-300,0.0,0.0,0.0
