T,K(cr),K(L),KOH(a),KOH(b),KOH(L),K2O2(s),K2O(s),KO2(s),H2O(s),H2O(L),Electron,H,H+,H-,HO2,H2,H2+,H2-,H2O,H2O+,H2O2,H3O+,K,K+,KH,KO,KO-,KOH,KOH+,K2,K2O2H2,O,O+,O-,OH,OH+,OH-,O2,O2+,O2-,O3
1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000000000000003e-13,0.0,9.986936384945155e-14,0.0005603260850217113,3.36910410949087e-32,1.6324218522907203e-19,1.1844400943367597e-110,0.9997198369572893,4.043504739954708e-34,4.091514277976433e-26,2.6836301727808113e-49,1.5020511350363683e-73,2.948527854244e-110,1.4754818769065384e-65,1.3046438264888535e-16,9.98695270916777e-14,8.525673439973958e-21,1.4755076616422438e-71,7.158572250293271e-83,5.592031159783791e-66,1.096166914256541e-72,1.806294475906947e-37,1.5152924727141077e-135,2.0869649018701101e-57,1.0301536032737771e-85,1.9837642472568132e-70,4.295008793840988e-54,1.021382979215195e-79,2.51285761299901e-66,2.6136004873877147e-106,4.022092387596897e-129,2.5927345552160897e-122,0.0
1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000000000000003e-13,0.0,9.998606396002626e-14,0.0017306362979708971,8.762489868828967e-29,2.9812878293688673e-19,0.0,0.9991346818508144,8.379658100961235e-31,1.1992725210264297e-25,3.3571094300023428e-71,9.876879463142026e-93,0.0,1.384378310444713e-85,1.3636853439511051e-17,9.998636208892903e-14,1.0576314438888441e-21,6.197178572346489e-94,9.253752039492969e-106,5.156059745223803e-89,4.482476196216071e-94,1.4490427565333924e-39,0.0,3.278156951666311e-78,1.3697581821409564e-103,1.3065314729043516e-91,2.277048883472832e-75,3.264894100128995e-98,4.681037234768742e-88,5.037738153402341e-149,3.124112962809391e-169,0.0,0.0
1700,8.188777230809386e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.0,1.8112076383138663e-14,0.004690275420032357,5.0540573352594965e-25,9.103716041040679e-20,0.0,0.9976548622897838,3.9512960181492256e-27,5.555986155718554e-26,4.780732055109218e-99,1.9754093026102653e-117,0.0,4.9656907563925735e-111,6.026662654544283e-20,1.8112167419845278e-14,5.434287528169676e-24,1.0943341471340034e-123,1.034857672849081e-136,2.3892134857951009e-119,3.2918356670271606e-122,2.141328860156616e-44,0.0,4.371217746132941e-105,3.905158799499527e-127,1.449392818125864e-119,1.1613863929621787e-102,2.6406951044344637e-122,1.6993658814235428e-116,9.415739210174523e-204,6.483470231497347e-221,0.0,0.0
1800,9.994780283989486e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0,5.228280770805196e-17,0.0113971638893745,8.550439909979717e-20,4.144601035373327e-22,0.0,0.9943014180551129,5.577478088914936e-22,3.6577233403312367e-28,7.797443488757631e-134,1.5504936832591654e-147,0.0,8.448254558278231e-142,8.351542754043104e-26,5.219716002161257e-17,8.596482209987402e-30,0.0,0.0,0.0,3.9283663881682935e-159,3.1863935218899704e-56,0.0,5.2377248270336075e-139,3.271157136848172e-156,0.0,5.902180411453306e-137,7.196723986768764e-152,0.0,1.8182219429323485e-272,0.0,0.0,0.0
1900,9.999999993748972e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.0,3.40371353489325e-17,0.025258102702111155,3.385041080978443e-17,4.0165689761915557e-22,0.0,0.9873709486487444,1.870636862584778e-19,4.9130746788938155e-28,0.0,3.1147173182815626e-188,0.0,4.306514219613335e-183,1.295295726359367e-32,6.251027852493405e-23,1.495628066576587e-36,0.0,0.0,0.0,1.6968278080708583e-207,6.047998785050845e-70,0.0,0.0,5.516431884220555e-196,0.0,0.0,4.42312390423499e-192,0.0,2.199165275666118e-300,0.0,0.0,0.0
2000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.0,4.1680868840020424e-16,0.051747496112890534,4.1485435109242684e-16,6.949712892885064e-21,0.0,0.9741262519433544,1.961287031998002e-18,1.1328178924313561e-26,0.0,1.4496576260850533e-239,0.0,5.7960120390520226e-235,1.9273486318821834e-40,3.2925487806055703e-31,2.4514575560408737e-44,0.0,0.0,0.0,1.987438335556433e-267,1.0696421575292441e-85,0.0,0.0,1.7687104546848922e-246,0.0,0.0,5.673749340640559e-243,0.0,2.227929290526612e-300,0.0,0.0,0.0
2100,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,4.055929554721955e-15,0.09905669948352852,4.0396262389630775e-15,9.093720346753303e-20,0.0,0.9504716502580338,1.6394253152371586e-17,1.9002584531599629e-25,0.0,0.0,0.0,0.0,2.3579814686763715e-49,1.5871991842959332e-40,3.2363117389509887e-53,0.0,0.0,0.0,0.0,1.28661454347568e-103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2793008945376597e-300,0.0,0.0,0.0
2200,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,3.2429288581979175e-14,0.17856213096845056,3.231810438705505e-14,9.30180482627624e-19,0.0,0.9107189345155587,1.1211437779919427e-16,2.392458980445495e-24,0.0,0.0,0.0,0.0,2.0327220544458855e-59,5.934809795530957e-51,2.9358106614907406e-63,0.0,0.0,0.0,0.0,7.678267038246372e-124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3656333891048633e-300,0.0,0.0,0.0
2300,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,2.1888895376160463e-13,0.3044639443724888,2.1825800204061184e-13,7.617611031345726e-18,0.0,0.8477680278134458,6.38569355074109e-16,2.305002373023291e-23,0.0,0.0,0.0,0.0,1.057370028365802e-70,1.4627288281483717e-62,1.5568736766741662e-74,0.0,0.0,0.0,0.0,1.6565950981442156e-146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.502346283038444e-300,0.0,0.0,0.0
2400,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,1.2722671364025944e-12,0.4908511747791431,1.2692601030700417e-12,5.0668985967673273e-17,0.0,0.7545744126095905,3.057702489786281e-15,1.7126593023229637e-22,0.0,0.0,0.0,0.0,2.834581632127184e-83,2.0194363069000388e-75,4.0879952719844355e-87,0.0,0.0,0.0,0.0,9.387476072336659e-172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047384247600505e-300,0.0,0.0,0.0
2500,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,6.437318881594889e-12,0.7430233846123523,6.425279433335967e-12,2.7502234851693036e-16,0.0,0.628488307690399,1.231447158646991e-14,9.790308982424468e-22,0.0,0.0,0.0,0.0,3.3246965563700897e-97,1.3212935662744615e-89,4.473832629121694e-101,0.0,0.0,0.0,0.0,1.0087258529226681e-199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.978564445575592e-300,0.0,0.0,0.0
2600,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,2.8389225437002526e-11,1.042654150089221,2.8348956930637923e-11,1.215824811368289e-15,0.0,0.47867292494097297,4.1484335456619336e-14,4.2806517993726475e-21,0.0,0.0,0.0,0.0,1.435621410599688e-112,3.4338509672606676e-105,1.7082001424309577e-116,0.0,0.0,0.0,0.0,1.470424346557815e-230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.303924247481199e-300,0.0,0.0,0.0
2700,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,1.0882971698666762e-10,1.3414800576048636,1.0871733702658734e-10,4.38633029735421e-15,0.0,0.32925997114289013,1.167663047789624e-13,1.4401353727325453e-20,0.0,0.0,0.0,0.0,1.9086062867348667e-129,2.9435935310542015e-122,1.908698248754489e-133,0.0,0.0,0.0,0.0,2.0671489271501174e-264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6284100791545553e-300,0.0,0.0,0.0
2800,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,3.642766751994325e-10,1.5862684035054508,3.6401081569827095e-10,1.315559004021063e-14,0.0,0.20686579806478364,2.790151296958569e-13,3.849406095893401e-20,0.0,0.0,0.0,0.0,6.559303478312468e-148,6.911219646778697e-141,5.30671931212064e-152,0.0,0.0,0.0,0.0,3.8942181908017456e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8942181908017456e-300,0.0,0.0,0.0
2900,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,1.0823102699062684e-09,1.75491860347513,1.0817594656698188e-09,3.39658975216907e-14,0.0,0.12254069772075331,5.847702201536983e-13,8.61825469137139e-20,0.0,0.0,0.0,0.0,4.946775894984247e-168,3.72527811905434e-161,3.1704310230121457e-172,0.0,0.0,0.0,0.0,4.07735024085963e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07735024085963e-300,0.0,0.0,0.0
3000,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,2.916845375201603e-09,1.8582866936723255,2.9158099128667535e-09,7.837340872256968e-14,0.0,0.07085665170457912,1.1138359139594835e-12,1.7038759312592459e-19,0.0,0.0,0.0,0.0,7.002130338550148e-190,3.900041207078335e-183,3.532880106231994e-194,0.0,0.0,0.0,0.0,4.18959446611305e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18959446611305e-300,0.0,0.0,0.0
3100,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,7.266843637262627e-09,1.9179784362980483,7.265028005128945e-09,1.6641503902474292e-13,0.0,0.04101077821619626,1.982047482078386e-12,3.0937109346412456e-19,0.0,0.0,0.0,0.0,1.592522785562035e-213,6.736163199368899e-207,6.344973301964448e-218,0.0,0.0,0.0,0.0,4.25441190155446e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25441190155446e-300,0.0,0.0,0.0
3200,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,1.696896448902803e-08,1.9518031517128969,1.6965941099363316e-08,3.3156899975540435e-13,0.0,0.02409841565686024,3.354959193310033e-12,5.288428333291888e-19,0.0,0.0,0.0,0.0,4.971493487112937e-239,1.6314068952047072e-232,1.5765812273023823e-243,0.0,0.0,0.0,0.0,4.2911411478208015e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2911411478208015e-300,0.0,0.0,0.0
3300,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,3.7499751834208116e-08,1.9710558444763342,3.7494917302798624e-08,6.276174329435678e-13,0.0,0.014472059008397981,5.4621497063035775e-12,8.63860887857285e-19,0.0,0.0,0.0,0.0,1.8159327707185134e-266,4.7066027023649344e-260,4.6295463078234816e-271,0.0,0.0,0.0,0.0,4.3120471196474975e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3120471196474975e-300,0.0,0.0,0.0
3400,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,7.897016732893477e-08,1.9821929416589048,7.896269195416441e-08,1.1378130843101871e-12,0.0,0.008903489679819179,8.613189215392901e-12,1.3607092365620868e-18,0.0,0.0,0.0,0.0,6.606356750200593e-296,1.373570284337548e-289,4.324140684886992e-300,0.0,0.0,0.0,0.0,4.324140684886992e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.324140684886992e-300,0.0,0.0,0.0
3500,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,1.5930343523589645e-07,1.9887742031548368,1.5929220628759577e-07,1.9867417224628653e-12,0.0,0.005612818762069235,1.321569210199453e-11,2.0788312766583358e-18,0.0,0.0,0.0,0.0,4.3312873353433626e-300,4.3312873353433626e-300,4.3312873353433626e-300,0.0,0.0,0.0,0.0,4.3312873353433626e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3312873353433626e-300,0.0,0.0,0.0
3600,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,3.091151678669396e-07,1.992753930673525,3.0909872768699663e-07,3.3552034581031627e-12,0.0,0.003622880092200434,1.9795386493838934e-11,3.0927853687710193e-18,0.0,0.0,0.0,0.0,4.33560928666792e-300,4.33560928666792e-300,4.33560928666792e-300,0.0,0.0,0.0,0.0,4.33560928666792e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33560928666792e-300,0.0,0.0,0.0
3700,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,5.789601325594607e-07,1.9952166412740227,5.789366129486922e-07,5.498340653478539e-12,0.0,0.0023913898627152736,2.9017955916352924e-11,4.494153555669752e-18,0.0,0.0,0.0,0.0,4.3382843471550636e-300,4.3382843471550636e-300,4.3382843471550636e-300,0.0,0.0,0.0,0.0,4.3382843471550636e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3382843471550636e-300,0.0,0.0,0.0
3800,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,1.049768282806522e-06,1.9967748682586397,1.0497353375917188e-06,8.76712448580937e-12,0.0,0.0016120409567156608,4.171234568211063e-11,6.393332893780089e-18,0.0,0.0,0.0,0.0,4.339977911453297e-300,4.339977911453297e-300,4.339977911453297e-300,0.0,0.0,0.0,0.0,4.339977911453297e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.339977911453297e-300,0.0,0.0,0.0
3900,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,1.84745754507358e-06,1.9977816836965927,1.8474122830723547e-06,1.3633180799311154e-11,0.0,0.0011082343796502579,5.889519094593495e-11,8.921146009953457e-18,0.0,0.0,0.0,0.0,4.341073779818115e-300,4.341073779818115e-300,4.341073779818115e-300,0.0,0.0,0.0,0.0,4.341073779818115e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.341073779818115e-300,0.0,0.0,0.0
4000,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,3.162874797559499e-06,1.99844491254304,3.1628137183740248e-06,2.0716795890577136e-11,0.0,0.0007759622292661485,8.179599359463523e-11,1.2230217060581361e-17,0.0,0.0,0.0,0.0,4.341798244659213e-300,4.341798244659213e-300,4.341798244659213e-300,0.0,0.0,0.0,0.0,4.341798244659213e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.341798244659213e-300,0.0,0.0,0.0
4100,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,5.278371234554023e-06,1.9988893925710354,5.278290169721346e-06,3.081780225695053e-11,0.0,0.0005526644419056952,1.118826514298745e-10,1.6496069445154564e-17,0.0,0.0,0.0,0.0,4.3422877832514296e-300,4.3422877832514296e-300,4.3422877832514296e-300,0.0,0.0,0.0,0.0,4.3422877832514296e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3422877832514296e-300,0.0,0.0,0.0
4200,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,8.602455468208503e-06,1.9991915225044201,8.602349530215914e-06,4.494891108273049e-11,0.0,0.00039993739946332554,1.5088692559089912e-10,2.1917911890333503e-17,0.0,0.0,0.0,0.0,4.3426266853723785e-300,4.3426266853723785e-300,4.3426266853723785e-300,0.0,0.0,0.0,0.0,4.3426266853723785e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3426266853723785e-300,0.0,0.0,0.0
4300,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,1.3714079299862354e-05,1.9993987979817818,1.3713942841409027e-05,6.437093901630821e-11,0.0,0.0002937438044732812,2.0082942106601546e-10,2.87190892470843e-17,0.0,0.0,0.0,0.0,4.3428684110685494e-300,4.3428684110685494e-300,4.3428684110685494e-300,0.0,0.0,0.0,0.0,4.3428684110685494e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3428684110685494e-300,0.0,0.0,0.0
4400,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,2.1418190073816506e-05,1.9995410637770072,2.1418016659480938e-05,9.06292766022474e-11,0.0,0.00021875879360833605,2.6404364932546805e-10,3.7147182941661465e-17,0.0,0.0,0.0,0.0,4.3430479900621835e-300,4.3430479900621835e-300,4.3430479900621835e-300,0.0,0.0,0.0,0.0,4.3430479900621835e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3430479900621835e-300,0.0,0.0,0.0
4500,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,3.28142242691145e-05,1.9996371038461678,3.2814006661289685e-05,1.2559086753018161e-10,0.0,0.00016504066739121188,3.431987398217477e-10,4.747375292508385e-17,0.0,0.0,0.0,0.0,4.3431894008051076e-300,4.3431894008051076e-300,4.3431894008051076e-300,0.0,0.0,0.0,0.0,4.3431894008051076e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3431894008051076e-300,0.0,0.0,0.0
4600,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,4.937921553673401e-05,1.999698553371236,4.9378945697340276e-05,1.7148091245427084e-10,0.0,0.00012603331427216515,4.4132036618178535e-10,5.999371768561417e-17,0.0,0.0,0.0,0.0,4.343310089179702e-300,4.343310089179702e-300,4.343310089179702e-300,0.0,0.0,0.0,0.0,4.343310089179702e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.343310089179702e-300,0.0,0.0,0.0
4700,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,7.306714464193558e-05,1.999732239957179,7.306681375103727e-05,2.309184773562522e-10,0.0,9.734593706569142e-05,5.618094506852737e-10,7.502437107035616e-17,0.0,0.0,0.0,0.0,4.3434238343757464e-300,4.3434238343757464e-300,4.3434238343757464e-300,0.0,0.0,0.0,0.0,4.3434238343757464e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3434238343757464e-300,0.0,0.0,0.0
4800,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.00010642606850037691,1.9997415830827416,0.00010642566699243645,3.0695017117316234e-10,0.0,7.59947629995185e-05,7.08458204545274e-10,9.290403401810189e-17,0.0,0.0,0.0,0.0,4.343542650071308e-300,4.343542650071308e-300,4.343542650071308e-300,0.0,0.0,0.0,0.0,4.343542650071308e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.343542650071308e-300,0.0,0.0,0.0
4900,1e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998e-13,0.0001527344322736861,1.999727415625774,0.00015273394989180787,4.030810562601322e-10,0.0,5.99241249631892e-05,8.854630484520383e-10,1.1399033573253803e-16,0.0,0.0,0.0,0.0,4.3436781205530846e-300,4.3436781205530846e-300,4.3436781205530846e-300,0.0,0.0,0.0,0.0,4.3436781205530846e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3436781205530846e-300,0.0,0.0,0.0
