T,K(cr),K(L),KOH(a),KOH(b),KOH(L),K2O2(s),K2O(s),KO2(s),H2O(s),H2O(L),Electron,H,H+,H-,HO2,H2,H2+,H2-,H2O,H2O+,H2O2,H3O+,K,K+,KH,KO,KO-,KOH,KOH+,K2,K2O2H2,O,O+,O-,OH,OH+,OH-,O2,O2+,O2-,O3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0,0,0,0,0,0,0,0,0,0,5.77E-29,7.00E-21,1.96E-129,2.15E-42,2.08E-75,1,8.52E-127,4.34E-54,2.00E-13,1.99E-111,5.02E-63,5.90E-75,1.00E-13,5.77E-29,9.55E-19,9.77E-49,5.90E-57,1.64E-20,1.24E-66,8.75E-25,3.78E-28,3.08E-59,5.90E-168,1.84E-73,1.38E-39,7.45E-141,1.42E-50,6.95E-72,8.01E-165,4.27E-96,6.95E-126
8900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.014151517,1.985134158,0.014151449,3.71E-06,0,0.000351562,3.78E-06,2.35E-10,0,0,0,0,4.37E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.01583626,1.983497178,0.015836219,3.99E-06,0,0.000327278,4.03E-06,2.46E-10,0,0,0,0,4.38E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.01768047,1.981696551,0.017680457,4.28E-06,0,0.000305068,4.29E-06,2.57E-10,0,0,0,0,4.38E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.019695116,1.979721736,0.019695137,4.58E-06,0,0.000284716,4.56E-06,2.67E-10,0,0,0,0,4.39E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.021891603,1.977561711,0.02189166,4.89E-06,0,0.000266033,4.84E-06,2.78E-10,0,0,0,0,4.39E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.024281761,1.975204982,0.024281859,5.22E-06,0,0.000248849,5.12E-06,2.88E-10,0,0,0,0,4.40E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.02687785,1.972639588,0.026877993,5.56E-06,0,0.000233017,5.41E-06,2.98E-10,0,0,0,0,4.40E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.029692549,1.969853114,0.029692741,5.91E-06,0,0.000218405,5.71E-06,3.07E-10,0,0,0,0,4.41E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.032738955,1.966832697,0.032739201,6.27E-06,0,0.000204896,6.02E-06,3.17E-10,0,0,0,0,4.41E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.036030575,1.963565039,0.036030879,6.64E-06,0,0.000192386,6.33E-06,3.25E-10,0,0,0,0,4.42E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.039581317,1.960036419,0.039581684,7.02E-06,0,0.000180783,6.65E-06,3.33E-10,0,0,0,0,4.43E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.043405485,1.9562327,0.04340592,7.41E-06,0,0.000170004,6.98E-06,3.41E-10,0,0,0,0,4.44E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.047517763,1.952139347,0.047518272,7.82E-06,0,0.000159974,7.31E-06,3.48E-10,0,0,0,0,4.45E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.051933208,1.947741437,0.051933796,8.23E-06,0,0.000150628,7.64E-06,3.54E-10,0,0,0,0,4.46E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.056667232,1.94302368,0.056667903,8.65E-06,0,0.000141907,7.98E-06,3.59E-10,0,0,0,0,4.47E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.061735588,1.93797043,0.061736348,9.08E-06,0,0.000133756,8.32E-06,3.63E-10,0,0,0,0,4.48E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.067154352,1.93256571,0.067155206,9.51E-06,0,0.000126129,8.66E-06,3.67E-10,0,0,0,0,4.49E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.072939903,1.926793231,0.072940856,9.95E-06,0,0.000118982,9.00E-06,3.69E-10,0,0,0,0,4.50E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.079108898,1.920636414,0.079109956,1.04E-05,0,0.000112276,9.34E-06,3.71E-10,0,0,0,0,4.52E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.085678251,1.914078421,0.085679418,1.08E-05,0,0.000105977,9.68E-06,3.71E-10,0,0,0,0,4.53E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.092665099,1.907102179,0.092666381,1.13E-05,0,0.000100052,1.00E-05,3.71E-10,0,0,0,0,4.54E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.100086773,1.899690418,0.100088175,1.18E-05,0,9.45E-05,1.04E-05,3.69E-10,0,0,0,0,4.56E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.107960762,1.891825705,0.107962288,1.22E-05,0,8.92E-05,1.07E-05,3.66E-10,0,0,0,0,4.58E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.116304673,1.883490484,0.116306327,1.27E-05,0,8.42E-05,1.10E-05,3.63E-10,0,0,0,0,4.60E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.125136183,1.874667122,0.12513797,1.31E-05,0,7.96E-05,1.13E-05,3.58E-10,0,0,0,0,4.62E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.134472995,1.865337961,0.134474919,1.36E-05,0,7.51E-05,1.16E-05,3.52E-10,0,0,0,0,4.64E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.144332779,1.855485369,0.144334843,1.40E-05,0,7.09E-05,1.20E-05,3.45E-10,0,0,0,0,4.66E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.154733112,1.845091804,0.154735319,1.45E-05,0,6.70E-05,1.22E-05,3.37E-10,0,0,0,0,4.68E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.165691412,1.834139884,0.165693764,1.49E-05,0,6.32E-05,1.25E-05,3.28E-10,0,0,0,0,4.70E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.177224859,1.822612457,0.177227359,1.53E-05,0,5.96E-05,1.28E-05,3.18E-10,0,0,0,0,4.73E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.189350321,1.810492684,0.18935297,1.57E-05,0,5.62E-05,1.31E-05,3.08E-10,0,0,0,0,4.75E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.202084256,1.797764133,0.202087056,1.61E-05,0,5.30E-05,1.33E-05,2.96E-10,0,0,0,0,4.78E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.215442622,1.784410871,0.215445573,1.65E-05,0,5.00E-05,1.36E-05,2.84E-10,0,0,0,0,4.81E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.229440764,1.770417575,0.229443864,1.69E-05,0,4.71E-05,1.38E-05,2.72E-10,0,0,0,0,4.84E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.2440933,1.755769648,0.24409655,1.72E-05,0,4.43E-05,1.40E-05,2.59E-10,0,0,0,0,4.87E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.259414,1.740453339,0.259417397,1.76E-05,0,4.17E-05,1.42E-05,2.45E-10,0,0,0,0,4.91E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.275415645,1.724455885,0.275419187,1.79E-05,0,3.92E-05,1.44E-05,2.32E-10,0,0,0,0,4.94E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.292109889,1.70776565,0.292113573,1.82E-05,0,3.68E-05,1.45E-05,2.18E-10,0,0,0,0,4.98E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.309507103,1.690372277,0.309510924,1.85E-05,0,3.45E-05,1.46E-05,2.04E-10,0,0,0,0,5.02E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.327616212,1.672266856,0.327620166,1.87E-05,0,3.24E-05,1.48E-05,1.90E-10,0,0,0,0,5.05E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.346444528,1.653442088,0.346448609,1.89E-05,0,3.03E-05,1.48E-05,1.77E-10,0,0,0,0,5.10E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.36599757,1.633892465,0.366001772,1.91E-05,0,2.84E-05,1.49E-05,1.63E-10,0,0,0,0,5.14E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.386278884,1.613614456,0.386283199,1.93E-05,0,2.66E-05,1.50E-05,1.50E-10,0,0,0,0,5.18E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.407289849,1.592606689,0.40729427,1.94E-05,0,2.48E-05,1.50E-05,1.37E-10,0,0,0,0,5.23E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.429029493,1.570870147,0.429034011,1.95E-05,0,2.31E-05,1.50E-05,1.25E-10,0,0,0,0,5.28E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.451494298,1.548408357,0.451498902,1.96E-05,0,2.16E-05,1.50E-05,1.13E-10,0,0,0,0,5.32E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.474678014,1.525227577,0.474682695,1.96E-05,0,2.01E-05,1.50E-05,1.02E-10,0,0,0,0,5.37E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.498571475,1.501336978,0.498576222,1.97E-05,0,1.87E-05,1.49E-05,9.15E-11,0,0,0,0,5.43E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.523162429,1.476748821,0.523167231,1.96E-05,0,1.73E-05,1.48E-05,8.16E-11,0,0,0,0,5.48E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.548435376,1.45147861,0.548440222,1.96E-05,0,1.61E-05,1.47E-05,7.24E-11,0,0,0,0,5.53E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.574371428,1.42554524,0.574376304,1.95E-05,0,1.49E-05,1.46E-05,6.39E-11,0,0,0,0,5.59E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.600948188,1.39897111,0.600953083,1.94E-05,0,1.38E-05,1.45E-05,5.61E-11,0,0,0,0,5.65E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.62813966,1.371782222,0.62814456,1.92E-05,0,1.27E-05,1.43E-05,4.89E-11,0,0,0,0,5.71E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.655916186,1.344008234,0.65592108,1.90E-05,0,1.17E-05,1.41E-05,4.24E-11,0,0,0,0,5.77E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.684244427,1.31568249,0.6842493,1.88E-05,0,1.08E-05,1.39E-05,3.66E-11,0,0,0,0,5.83E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.713087374,1.286842,0.713092214,1.86E-05,0,9.89E-06,1.37E-05,3.14E-11,0,0,0,0,5.89E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.742404416,1.257527376,0.742409211,1.83E-05,0,9.08E-06,1.35E-05,2.67E-11,0,0,0,0,5.96E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.77215145,1.227782723,0.772156188,1.80E-05,0,8.31E-06,1.32E-05,2.26E-11,0,0,0,0,6.02E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.802281042,1.197655475,0.802285709,1.76E-05,0,7.60E-06,1.30E-05,1.91E-11,0,0,0,0,6.09E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.83274264,1.167196183,0.832747226,1.73E-05,0,6.94E-06,1.27E-05,1.59E-11,0,0,0,0,6.15E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.863482847,1.136458245,0.86348734,1.69E-05,0,6.32E-06,1.24E-05,1.33E-11,0,0,0,0,6.22E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.894445733,1.10549759,0.894450123,1.65E-05,0,5.75E-06,1.21E-05,1.09E-11,0,0,0,0,6.29E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.92557321,1.074372305,0.925577486,1.61E-05,0,5.23E-06,1.18E-05,8.99E-12,0,0,0,0,6.35E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.956805439,1.043142227,0.956809593,1.57E-05,0,4.74E-06,1.15E-05,7.33E-12,0,0,0,0,6.42E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,0.988081288,1.011868486,0.988085312,1.52E-05,0,4.29E-06,1.12E-05,5.94E-12,0,0,0,0,6.49E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.019338817,0.980613024,1.019342703,1.48E-05,0,3.88E-06,1.09E-05,4.78E-12,0,0,0,0,6.56E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.050515785,0.949438077,1.050519526,1.43E-05,0,3.50E-06,1.06E-05,3.82E-12,0,0,0,0,6.62E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.08155018,0.918405657,1.081553771,1.38E-05,0,3.15E-06,1.02E-05,3.03E-12,0,0,0,0,6.69E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.112380747,0.887577016,1.112384183,1.33E-05,0,2.83E-06,9.90E-06,2.39E-12,0,0,0,0,6.76E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.142947517,0.857012123,1.142950795,1.28E-05,0,2.54E-06,9.57E-06,1.88E-12,0,0,0,0,6.83E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.173192316,0.82676915,1.173195431,1.24E-05,0,2.28E-06,9.25E-06,1.46E-12,0,0,0,0,6.89E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.203059249,0.79690399,1.203062201,1.19E-05,0,2.04E-06,8.92E-06,1.13E-12,0,0,0,0,6.96E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.232495155,0.767469804,1.232497943,1.14E-05,0,1.83E-06,8.61E-06,8.67E-13,0,0,0,0,7.02E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.26145001,0.738516613,1.261452632,1.09E-05,0,1.63E-06,8.29E-06,6.61E-13,0,0,0,0,7.08E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.289877285,0.710090948,1.289879742,1.04E-05,0,1.45E-06,7.98E-06,5.01E-13,0,0,0,0,7.14E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.317734243,0.682235542,1.317736536,9.97E-06,0,1.29E-06,7.68E-06,3.77E-13,0,0,0,0,7.21E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21E-300,0,0,0
